Job,Routing_ID,Operation,Machine,Processing Time
J25-6115,0,1,M01,78
J25-6115,0,2,M02,9
J25-6115,0,3,M03,36
J25-6115,0,4,M04,49
J25-6115,0,5,M05,11
J25-6115,0,6,M06,62
J25-6115,0,7,M07,56
J25-6115,0,8,M08,44
J25-6115,0,9,M09,21
J25-6116,8,0,M00,76
J25-6116,8,1,M01,69
J25-6116,8,2,M03,76
J25-6116,8,3,M05,51
J25-6116,8,4,M02,85
J25-6116,8,5,M09,11
J25-6116,8,6,M06,40
J25-6116,8,7,M07,89
J25-6116,8,8,M04,26
J25-6116,8,9,M08,74
J25-6117,4,0,M02,14
J25-6117,4,1,M00,6
J25-6117,4,2,M01,22
J25-6117,4,3,M05,61
J25-6117,4,4,M03,26
J25-6117,4,5,M04,69
J25-6117,4,6,M08,21
J25-6117,4,7,M07,49
J25-6117,4,8,M09,72
J25-6117,4,9,M06,53
J25-6118,6,0,M01,46
J25-6118,6,1,M00,37
J25-6118,6,2,M03,61
J25-6118,6,3,M02,13
J25-6118,6,4,M06,32
J25-6118,6,5,M05,21
J25-6118,6,6,M09,32
J25-6118,6,7,M08,89
J25-6118,6,8,M07,30
J25-6118,6,9,M04,55
J25-6119,2,0,M01,91
J25-6119,2,1,M00,85
J25-6119,2,2,M03,39
J25-6119,2,3,M02,74
J25-6119,2,4,M08,90
J25-6119,2,5,M05,10
J25-6119,2,6,M07,12
J25-6119,2,7,M06,89
J25-6119,2,8,M09,45
J25-6119,2,9,M04,33
J25-6120,9,0,M01,85
J25-6120,9,1,M00,13
J25-6120,9,2,M02,61
J25-6120,9,3,M06,7
J25-6120,9,4,M08,64
J25-6120,9,5,M09,76
J25-6120,9,6,M05,47
J25-6120,9,7,M03,52
J25-6120,9,8,M04,90
J25-6120,9,9,M07,45
J25-6121,8,0,M00,76
J25-6121,8,1,M01,69
J25-6121,8,2,M03,76
J25-6121,8,3,M05,51
J25-6121,8,4,M02,85
J25-6121,8,5,M09,11
J25-6121,8,6,M06,40
J25-6121,8,7,M07,89
J25-6121,8,8,M04,26
J25-6121,8,9,M08,74
J25-6122,4,0,M02,14
J25-6122,4,1,M00,6
J25-6122,4,2,M01,22
J25-6122,4,3,M05,61
J25-6122,4,4,M03,26
J25-6122,4,5,M04,69
J25-6122,4,6,M08,21
J25-6122,4,7,M07,49
J25-6122,4,8,M09,72
J25-6122,4,9,M06,53
J25-6123,7,0,M02,31
J25-6123,7,1,M00,86
J25-6123,7,2,M01,46
J25-6123,7,3,M05,74
J25-6123,7,4,M04,32
J25-6123,7,5,M06,88
J25-6123,7,6,M08,19
J25-6123,7,7,M09,48
J25-6123,7,8,M07,36
J25-6123,7,9,M03,79
J25-6124,5,0,M02,84
J25-6124,5,1,M01,2
J25-6124,5,2,M05,52
J25-6124,5,3,M03,95
J25-6124,5,4,M08,48
J25-6124,5,5,M09,72
J25-6124,5,6,M00,47
J25-6124,5,7,M06,65
J25-6124,5,8,M04,6
J25-6124,5,9,M07,25
J25-6125,6,0,M01,46
J25-6125,6,1,M00,37
J25-6125,6,2,M03,61
J25-6125,6,3,M02,13
J25-6125,6,4,M06,32
J25-6125,6,5,M05,21
J25-6125,6,6,M09,32
J25-6125,6,7,M08,89
J25-6125,6,8,M07,30
J25-6125,6,9,M04,55
J25-6126,2,0,M01,91
J25-6126,2,1,M00,85
J25-6126,2,2,M03,39
J25-6126,2,3,M02,74
J25-6126,2,4,M08,90
J25-6126,2,5,M05,10
J25-6126,2,6,M07,12
J25-6126,2,7,M06,89
J25-6126,2,8,M09,45
J25-6126,2,9,M04,33
J25-6127,3,0,M01,81
J25-6127,3,1,M02,95
J25-6127,3,2,M00,71
J25-6127,3,3,M04,99
J25-6127,3,4,M06,9
J25-6127,3,5,M08,52
J25-6127,3,6,M07,85
J25-6127,3,7,M03,98
J25-6127,3,8,M09,22
J25-6127,3,9,M05,43
J25-6128,0,0,M00,29
J25-6128,0,1,M01,78
J25-6128,0,2,M02,9
J25-6128,0,3,M03,36
J25-6128,0,4,M04,49
J25-6128,0,5,M05,11
J25-6128,0,6,M06,62
J25-6128,0,7,M07,56
J25-6128,0,8,M08,44
J25-6128,0,9,M09,21
J25-6129,1,0,M00,43
J25-6129,1,1,M02,90
J25-6129,1,2,M04,75
J25-6129,1,3,M09,11
J25-6129,1,4,M03,69
J25-6129,1,5,M01,28
J25-6129,1,6,M06,46
J25-6129,1,7,M05,46
J25-6129,1,8,M07,72
J25-6129,1,9,M08,30
J25-6130,3,0,M01,81
J25-6130,3,1,M02,95
J25-6130,3,2,M00,71
J25-6130,3,3,M04,99
J25-6130,3,4,M06,9
J25-6130,3,5,M08,52
J25-6130,3,6,M07,85
J25-6130,3,7,M03,98
J25-6130,3,8,M09,22
J25-6130,3,9,M05,43
J25-6131,8,0,M00,76
J25-6131,8,1,M01,69
J25-6131,8,2,M03,76
J25-6131,8,3,M05,51
J25-6131,8,4,M02,85
J25-6131,8,5,M09,11
J25-6131,8,6,M06,40
J25-6131,8,7,M07,89
J25-6131,8,8,M04,26
J25-6131,8,9,M08,74
J25-6132,6,0,M01,46
J25-6132,6,1,M00,37
J25-6132,6,2,M03,61
J25-6132,6,3,M02,13
J25-6132,6,4,M06,32
J25-6132,6,5,M05,21
J25-6132,6,6,M09,32
J25-6132,6,7,M08,89
J25-6132,6,8,M07,30
J25-6132,6,9,M04,55
J25-6133,2,0,M01,91
J25-6133,2,1,M00,85
J25-6133,2,2,M03,39
J25-6133,2,3,M02,74
J25-6133,2,4,M08,90
J25-6133,2,5,M05,10
J25-6133,2,6,M07,12
J25-6133,2,7,M06,89
J25-6133,2,8,M09,45
J25-6133,2,9,M04,33
J25-6134,4,0,M02,14
J25-6134,4,1,M00,6
J25-6134,4,2,M01,22
J25-6134,4,3,M05,61
J25-6134,4,4,M03,26
J25-6134,4,5,M04,69
J25-6134,4,6,M08,21
J25-6134,4,7,M07,49
J25-6134,4,8,M09,72
J25-6134,4,9,M06,53
J25-6135,5,0,M02,84
J25-6135,5,1,M01,2
J25-6135,5,2,M05,52
J25-6135,5,3,M03,95
J25-6135,5,4,M08,48
J25-6135,5,5,M09,72
J25-6135,5,6,M00,47
J25-6135,5,7,M06,65
J25-6135,5,8,M04,6
J25-6135,5,9,M07,25
J25-6136,0,0,M00,29
J25-6136,0,1,M01,78
J25-6136,0,2,M02,9
J25-6136,0,3,M03,36
J25-6136,0,4,M04,49
J25-6136,0,5,M05,11
J25-6136,0,6,M06,62
J25-6136,0,7,M07,56
J25-6136,0,8,M08,44
J25-6136,0,9,M09,21
J25-6137,7,0,M02,31
J25-6137,7,1,M00,86
J25-6137,7,2,M01,46
J25-6137,7,3,M05,74
J25-6137,7,4,M04,32
J25-6137,7,5,M06,88
J25-6137,7,6,M08,19
J25-6137,7,7,M09,48
J25-6137,7,8,M07,36
J25-6137,7,9,M03,79
J25-6138,1,0,M00,43
J25-6138,1,1,M02,90
J25-6138,1,2,M04,75
J25-6138,1,3,M09,11
J25-6138,1,4,M03,69
J25-6138,1,5,M01,28
J25-6138,1,6,M06,46
J25-6138,1,7,M05,46
J25-6138,1,8,M07,72
J25-6138,1,9,M08,30
J25-6139,9,0,M01,85
J25-6139,9,1,M00,13
J25-6139,9,2,M02,61
J25-6139,9,3,M06,7
J25-6139,9,4,M08,64
J25-6139,9,5,M09,76
J25-6139,9,6,M05,47
J25-6139,9,7,M03,52
J25-6139,9,8,M04,90
J25-6139,9,9,M07,45
J25-6140,4,0,M02,14
J25-6140,4,1,M00,6
J25-6140,4,2,M01,22
J25-6140,4,3,M05,61
J25-6140,4,4,M03,26
J25-6140,4,5,M04,69
J25-6140,4,6,M08,21
J25-6140,4,7,M07,49
J25-6140,4,8,M09,72
J25-6140,4,9,M06,53
J25-6141,9,0,M01,85
J25-6141,9,1,M00,13
J25-6141,9,2,M02,61
J25-6141,9,3,M06,7
J25-6141,9,4,M08,64
J25-6141,9,5,M09,76
J25-6141,9,6,M05,47
J25-6141,9,7,M03,52
J25-6141,9,8,M04,90
J25-6141,9,9,M07,45
J25-6142,0,0,M00,29
J25-6142,0,1,M01,78
J25-6142,0,2,M02,9
J25-6142,0,3,M03,36
J25-6142,0,4,M04,49
J25-6142,0,5,M05,11
J25-6142,0,6,M06,62
J25-6142,0,7,M07,56
J25-6142,0,8,M08,44
J25-6142,0,9,M09,21
J25-6143,5,0,M02,84
J25-6143,5,1,M01,2
J25-6143,5,2,M05,52
J25-6143,5,3,M03,95
J25-6143,5,4,M08,48
J25-6143,5,5,M09,72
J25-6143,5,6,M00,47
J25-6143,5,7,M06,65
J25-6143,5,8,M04,6
J25-6143,5,9,M07,25
J25-6144,1,0,M00,43
J25-6144,1,1,M02,90
J25-6144,1,2,M04,75
J25-6144,1,3,M09,11
J25-6144,1,4,M03,69
J25-6144,1,5,M01,28
J25-6144,1,6,M06,46
J25-6144,1,7,M05,46
J25-6144,1,8,M07,72
J25-6144,1,9,M08,30
J25-6145,6,0,M01,46
J25-6145,6,1,M00,37
J25-6145,6,2,M03,61
J25-6145,6,3,M02,13
J25-6145,6,4,M06,32
J25-6145,6,5,M05,21
J25-6145,6,6,M09,32
J25-6145,6,7,M08,89
J25-6145,6,8,M07,30
J25-6145,6,9,M04,55
J25-6146,3,0,M01,81
J25-6146,3,1,M02,95
J25-6146,3,2,M00,71
J25-6146,3,3,M04,99
J25-6146,3,4,M06,9
J25-6146,3,5,M08,52
J25-6146,3,6,M07,85
J25-6146,3,7,M03,98
J25-6146,3,8,M09,22
J25-6146,3,9,M05,43
J25-6147,2,0,M01,91
J25-6147,2,1,M00,85
J25-6147,2,2,M03,39
J25-6147,2,3,M02,74
J25-6147,2,4,M08,90
J25-6147,2,5,M05,10
J25-6147,2,6,M07,12
J25-6147,2,7,M06,89
J25-6147,2,8,M09,45
J25-6147,2,9,M04,33
J25-6148,7,0,M02,31
J25-6148,7,1,M00,86
J25-6148,7,2,M01,46
J25-6148,7,3,M05,74
J25-6148,7,4,M04,32
J25-6148,7,5,M06,88
J25-6148,7,6,M08,19
J25-6148,7,7,M09,48
J25-6148,7,8,M07,36
J25-6148,7,9,M03,79
J25-6149,8,0,M00,76
J25-6149,8,1,M01,69
J25-6149,8,2,M03,76
J25-6149,8,3,M05,51
J25-6149,8,4,M02,85
J25-6149,8,5,M09,11
J25-6149,8,6,M06,40
J25-6149,8,7,M07,89
J25-6149,8,8,M04,26
J25-6149,8,9,M08,74
J25-6150,4,0,M02,14
J25-6150,4,1,M00,6
J25-6150,4,2,M01,22
J25-6150,4,3,M05,61
J25-6150,4,4,M03,26
J25-6150,4,5,M04,69
J25-6150,4,6,M08,21
J25-6150,4,7,M07,49
J25-6150,4,8,M09,72
J25-6150,4,9,M06,53
J25-6151,5,0,M02,84
J25-6151,5,1,M01,2
J25-6151,5,2,M05,52
J25-6151,5,3,M03,95
J25-6151,5,4,M08,48
J25-6151,5,5,M09,72
J25-6151,5,6,M00,47
J25-6151,5,7,M06,65
J25-6151,5,8,M04,6
J25-6151,5,9,M07,25
J25-6152,0,0,M00,29
J25-6152,0,1,M01,78
J25-6152,0,2,M02,9
J25-6152,0,3,M03,36
J25-6152,0,4,M04,49
J25-6152,0,5,M05,11
J25-6152,0,6,M06,62
J25-6152,0,7,M07,56
J25-6152,0,8,M08,44
J25-6152,0,9,M09,21
J25-6153,6,0,M01,46
J25-6153,6,1,M00,37
J25-6153,6,2,M03,61
J25-6153,6,3,M02,13
J25-6153,6,4,M06,32
J25-6153,6,5,M05,21
J25-6153,6,6,M09,32
J25-6153,6,7,M08,89
J25-6153,6,8,M07,30
J25-6153,6,9,M04,55
J25-6154,9,0,M01,85
J25-6154,9,1,M00,13
J25-6154,9,2,M02,61
J25-6154,9,3,M06,7
J25-6154,9,4,M08,64
J25-6154,9,5,M09,76
J25-6154,9,6,M05,47
J25-6154,9,7,M03,52
J25-6154,9,8,M04,90
J25-6154,9,9,M07,45
J25-6155,1,0,M00,43
J25-6155,1,1,M02,90
J25-6155,1,2,M04,75
J25-6155,1,3,M09,11
J25-6155,1,4,M03,69
J25-6155,1,5,M01,28
J25-6155,1,6,M06,46
J25-6155,1,7,M05,46
J25-6155,1,8,M07,72
J25-6155,1,9,M08,30
J25-6156,2,0,M01,91
J25-6156,2,1,M00,85
J25-6156,2,2,M03,39
J25-6156,2,3,M02,74
J25-6156,2,4,M08,90
J25-6156,2,5,M05,10
J25-6156,2,6,M07,12
J25-6156,2,7,M06,89
J25-6156,2,8,M09,45
J25-6156,2,9,M04,33
J25-6157,7,0,M02,31
J25-6157,7,1,M00,86
J25-6157,7,2,M01,46
J25-6157,7,3,M05,74
J25-6157,7,4,M04,32
J25-6157,7,5,M06,88
J25-6157,7,6,M08,19
J25-6157,7,7,M09,48
J25-6157,7,8,M07,36
J25-6157,7,9,M03,79
J25-6158,3,0,M01,81
J25-6158,3,1,M02,95
J25-6158,3,2,M00,71
J25-6158,3,3,M04,99
J25-6158,3,4,M06,9
J25-6158,3,5,M08,52
J25-6158,3,6,M07,85
J25-6158,3,7,M03,98
J25-6158,3,8,M09,22
J25-6158,3,9,M05,43
J25-6159,8,0,M00,76
J25-6159,8,1,M01,69
J25-6159,8,2,M03,76
J25-6159,8,3,M05,51
J25-6159,8,4,M02,85
J25-6159,8,5,M09,11
J25-6159,8,6,M06,40
J25-6159,8,7,M07,89
J25-6159,8,8,M04,26
J25-6159,8,9,M08,74
J25-6160,1,0,M00,43
J25-6160,1,1,M02,90
J25-6160,1,2,M04,75
J25-6160,1,3,M09,11
J25-6160,1,4,M03,69
J25-6160,1,5,M01,28
J25-6160,1,6,M06,46
J25-6160,1,7,M05,46
J25-6160,1,8,M07,72
J25-6160,1,9,M08,30
J25-6161,3,0,M01,81
J25-6161,3,1,M02,95
J25-6161,3,2,M00,71
J25-6161,3,3,M04,99
J25-6161,3,4,M06,9
J25-6161,3,5,M08,52
J25-6161,3,6,M07,85
J25-6161,3,7,M03,98
J25-6161,3,8,M09,22
J25-6161,3,9,M05,43
J25-6162,5,0,M02,84
J25-6162,5,1,M01,2
J25-6162,5,2,M05,52
J25-6162,5,3,M03,95
J25-6162,5,4,M08,48
J25-6162,5,5,M09,72
J25-6162,5,6,M00,47
J25-6162,5,7,M06,65
J25-6162,5,8,M04,6
J25-6162,5,9,M07,25
J25-6163,9,0,M01,85
J25-6163,9,1,M00,13
J25-6163,9,2,M02,61
J25-6163,9,3,M06,7
J25-6163,9,4,M08,64
J25-6163,9,5,M09,76
J25-6163,9,6,M05,47
J25-6163,9,7,M03,52
J25-6163,9,8,M04,90
J25-6163,9,9,M07,45
J25-6164,0,0,M00,29
J25-6164,0,1,M01,78
J25-6164,0,2,M02,9
J25-6164,0,3,M03,36
J25-6164,0,4,M04,49
J25-6164,0,5,M05,11
J25-6164,0,6,M06,62
J25-6164,0,7,M07,56
J25-6164,0,8,M08,44
J25-6164,0,9,M09,21
J25-6165,4,0,M02,14
J25-6165,4,1,M00,6
J25-6165,4,2,M01,22
J25-6165,4,3,M05,61
J25-6165,4,4,M03,26
J25-6165,4,5,M04,69
J25-6165,4,6,M08,21
J25-6165,4,7,M07,49
J25-6165,4,8,M09,72
J25-6165,4,9,M06,53
J25-6166,2,0,M01,91
J25-6166,2,1,M00,85
J25-6166,2,2,M03,39
J25-6166,2,3,M02,74
J25-6166,2,4,M08,90
J25-6166,2,5,M05,10
J25-6166,2,6,M07,12
J25-6166,2,7,M06,89
J25-6166,2,8,M09,45
J25-6166,2,9,M04,33
J25-6167,8,0,M00,76
J25-6167,8,1,M01,69
J25-6167,8,2,M03,76
J25-6167,8,3,M05,51
J25-6167,8,4,M02,85
J25-6167,8,5,M09,11
J25-6167,8,6,M06,40
J25-6167,8,7,M07,89
J25-6167,8,8,M04,26
J25-6167,8,9,M08,74
J25-6168,6,0,M01,46
J25-6168,6,1,M00,37
J25-6168,6,2,M03,61
J25-6168,6,3,M02,13
J25-6168,6,4,M06,32
J25-6168,6,5,M05,21
J25-6168,6,6,M09,32
J25-6168,6,7,M08,89
J25-6168,6,8,M07,30
J25-6168,6,9,M04,55
J25-6169,7,0,M02,31
J25-6169,7,1,M00,86
J25-6169,7,2,M01,46
J25-6169,7,3,M05,74
J25-6169,7,4,M04,32
J25-6169,7,5,M06,88
J25-6169,7,6,M08,19
J25-6169,7,7,M09,48
J25-6169,7,8,M07,36
J25-6169,7,9,M03,79
J25-6170,7,0,M02,31
J25-6170,7,1,M00,86
J25-6170,7,2,M01,46
J25-6170,7,3,M05,74
J25-6170,7,4,M04,32
J25-6170,7,5,M06,88
J25-6170,7,6,M08,19
J25-6170,7,7,M09,48
J25-6170,7,8,M07,36
J25-6170,7,9,M03,79
J25-6171,0,0,M00,29
J25-6171,0,1,M01,78
J25-6171,0,2,M02,9
J25-6171,0,3,M03,36
J25-6171,0,4,M04,49
J25-6171,0,5,M05,11
J25-6171,0,6,M06,62
J25-6171,0,7,M07,56
J25-6171,0,8,M08,44
J25-6171,0,9,M09,21
J25-6172,9,0,M01,85
J25-6172,9,1,M00,13
J25-6172,9,2,M02,61
J25-6172,9,3,M06,7
J25-6172,9,4,M08,64
J25-6172,9,5,M09,76
J25-6172,9,6,M05,47
J25-6172,9,7,M03,52
J25-6172,9,8,M04,90
J25-6172,9,9,M07,45
J25-6173,4,0,M02,14
J25-6173,4,1,M00,6
J25-6173,4,2,M01,22
J25-6173,4,3,M05,61
J25-6173,4,4,M03,26
J25-6173,4,5,M04,69
J25-6173,4,6,M08,21
J25-6173,4,7,M07,49
J25-6173,4,8,M09,72
J25-6173,4,9,M06,53
J25-6174,2,0,M01,91
J25-6174,2,1,M00,85
J25-6174,2,2,M03,39
J25-6174,2,3,M02,74
J25-6174,2,4,M08,90
J25-6174,2,5,M05,10
J25-6174,2,6,M07,12
J25-6174,2,7,M06,89
J25-6174,2,8,M09,45
J25-6174,2,9,M04,33
J25-6175,3,0,M01,81
J25-6175,3,1,M02,95
J25-6175,3,2,M00,71
J25-6175,3,3,M04,99
J25-6175,3,4,M06,9
J25-6175,3,5,M08,52
J25-6175,3,6,M07,85
J25-6175,3,7,M03,98
J25-6175,3,8,M09,22
J25-6175,3,9,M05,43
J25-6176,5,0,M02,84
J25-6176,5,1,M01,2
J25-6176,5,2,M05,52
J25-6176,5,3,M03,95
J25-6176,5,4,M08,48
J25-6176,5,5,M09,72
J25-6176,5,6,M00,47
J25-6176,5,7,M06,65
J25-6176,5,8,M04,6
J25-6176,5,9,M07,25
J25-6177,6,0,M01,46
J25-6177,6,1,M00,37
J25-6177,6,2,M03,61
J25-6177,6,3,M02,13
J25-6177,6,4,M06,32
J25-6177,6,5,M05,21
J25-6177,6,6,M09,32
J25-6177,6,7,M08,89
J25-6177,6,8,M07,30
J25-6177,6,9,M04,55
J25-6178,8,0,M00,76
J25-6178,8,1,M01,69
J25-6178,8,2,M03,76
J25-6178,8,3,M05,51
J25-6178,8,4,M02,85
J25-6178,8,5,M09,11
J25-6178,8,6,M06,40
J25-6178,8,7,M07,89
J25-6178,8,8,M04,26
J25-6178,8,9,M08,74
J25-6179,1,0,M00,43
J25-6179,1,1,M02,90
J25-6179,1,2,M04,75
J25-6179,1,3,M09,11
J25-6179,1,4,M03,69
J25-6179,1,5,M01,28
J25-6179,1,6,M06,46
J25-6179,1,7,M05,46
J25-6179,1,8,M07,72
J25-6179,1,9,M08,30
J25-6180,6,0,M01,46
J25-6180,6,1,M00,37
J25-6180,6,2,M03,61
J25-6180,6,3,M02,13
J25-6180,6,4,M06,32
J25-6180,6,5,M05,21
J25-6180,6,6,M09,32
J25-6180,6,7,M08,89
J25-6180,6,8,M07,30
J25-6180,6,9,M04,55
J25-6181,4,0,M02,14
J25-6181,4,1,M00,6
J25-6181,4,2,M01,22
J25-6181,4,3,M05,61
J25-6181,4,4,M03,26
J25-6181,4,5,M04,69
J25-6181,4,6,M08,21
J25-6181,4,7,M07,49
J25-6181,4,8,M09,72
J25-6181,4,9,M06,53
J25-6182,2,0,M01,91
J25-6182,2,1,M00,85
J25-6182,2,2,M03,39
J25-6182,2,3,M02,74
J25-6182,2,4,M08,90
J25-6182,2,5,M05,10
J25-6182,2,6,M07,12
J25-6182,2,7,M06,89
J25-6182,2,8,M09,45
J25-6182,2,9,M04,33
J25-6183,5,0,M02,84
J25-6183,5,1,M01,2
J25-6183,5,2,M05,52
J25-6183,5,3,M03,95
J25-6183,5,4,M08,48
J25-6183,5,5,M09,72
J25-6183,5,6,M00,47
J25-6183,5,7,M06,65
J25-6183,5,8,M04,6
J25-6183,5,9,M07,25
J25-6184,9,0,M01,85
J25-6184,9,1,M00,13
J25-6184,9,2,M02,61
J25-6184,9,3,M06,7
J25-6184,9,4,M08,64
J25-6184,9,5,M09,76
J25-6184,9,6,M05,47
J25-6184,9,7,M03,52
J25-6184,9,8,M04,90
J25-6184,9,9,M07,45
J25-6185,8,0,M00,76
J25-6185,8,1,M01,69
J25-6185,8,2,M03,76
J25-6185,8,3,M05,51
J25-6185,8,4,M02,85
J25-6185,8,5,M09,11
J25-6185,8,6,M06,40
J25-6185,8,7,M07,89
J25-6185,8,8,M04,26
J25-6185,8,9,M08,74
J25-6186,3,0,M01,81
J25-6186,3,1,M02,95
J25-6186,3,2,M00,71
J25-6186,3,3,M04,99
J25-6186,3,4,M06,9
J25-6186,3,5,M08,52
J25-6186,3,6,M07,85
J25-6186,3,7,M03,98
J25-6186,3,8,M09,22
J25-6186,3,9,M05,43
J25-6187,0,0,M00,29
J25-6187,0,1,M01,78
J25-6187,0,2,M02,9
J25-6187,0,3,M03,36
J25-6187,0,4,M04,49
J25-6187,0,5,M05,11
J25-6187,0,6,M06,62
J25-6187,0,7,M07,56
J25-6187,0,8,M08,44
J25-6187,0,9,M09,21
J25-6188,1,0,M00,43
J25-6188,1,1,M02,90
J25-6188,1,2,M04,75
J25-6188,1,3,M09,11
J25-6188,1,4,M03,69
J25-6188,1,5,M01,28
J25-6188,1,6,M06,46
J25-6188,1,7,M05,46
J25-6188,1,8,M07,72
J25-6188,1,9,M08,30
J25-6189,7,0,M02,31
J25-6189,7,1,M00,86
J25-6189,7,2,M01,46
J25-6189,7,3,M05,74
J25-6189,7,4,M04,32
J25-6189,7,5,M06,88
J25-6189,7,6,M08,19
J25-6189,7,7,M09,48
J25-6189,7,8,M07,36
J25-6189,7,9,M03,79
J25-6190,3,0,M01,81
J25-6190,3,1,M02,95
J25-6190,3,2,M00,71
J25-6190,3,3,M04,99
J25-6190,3,4,M06,9
J25-6190,3,5,M08,52
J25-6190,3,6,M07,85
J25-6190,3,7,M03,98
J25-6190,3,8,M09,22
J25-6190,3,9,M05,43
J25-6191,0,0,M00,29
J25-6191,0,1,M01,78
J25-6191,0,2,M02,9
J25-6191,0,3,M03,36
J25-6191,0,4,M04,49
J25-6191,0,5,M05,11
J25-6191,0,6,M06,62
J25-6191,0,7,M07,56
J25-6191,0,8,M08,44
J25-6191,0,9,M09,21
J25-6192,6,0,M01,46
J25-6192,6,1,M00,37
J25-6192,6,2,M03,61
J25-6192,6,3,M02,13
J25-6192,6,4,M06,32
J25-6192,6,5,M05,21
J25-6192,6,6,M09,32
J25-6192,6,7,M08,89
J25-6192,6,8,M07,30
J25-6192,6,9,M04,55
J25-6193,9,0,M01,85
J25-6193,9,1,M00,13
J25-6193,9,2,M02,61
J25-6193,9,3,M06,7
J25-6193,9,4,M08,64
J25-6193,9,5,M09,76
J25-6193,9,6,M05,47
J25-6193,9,7,M03,52
J25-6193,9,8,M04,90
J25-6193,9,9,M07,45
J25-6194,2,0,M01,91
J25-6194,2,1,M00,85
J25-6194,2,2,M03,39
J25-6194,2,3,M02,74
J25-6194,2,4,M08,90
J25-6194,2,5,M05,10
J25-6194,2,6,M07,12
J25-6194,2,7,M06,89
J25-6194,2,8,M09,45
J25-6194,2,9,M04,33
J25-6195,1,0,M00,43
J25-6195,1,1,M02,90
J25-6195,1,2,M04,75
J25-6195,1,3,M09,11
J25-6195,1,4,M03,69
J25-6195,1,5,M01,28
J25-6195,1,6,M06,46
J25-6195,1,7,M05,46
J25-6195,1,8,M07,72
J25-6195,1,9,M08,30
J25-6196,5,0,M02,84
J25-6196,5,1,M01,2
J25-6196,5,2,M05,52
J25-6196,5,3,M03,95
J25-6196,5,4,M08,48
J25-6196,5,5,M09,72
J25-6196,5,6,M00,47
J25-6196,5,7,M06,65
J25-6196,5,8,M04,6
J25-6196,5,9,M07,25
J25-6197,7,0,M02,31
J25-6197,7,1,M00,86
J25-6197,7,2,M01,46
J25-6197,7,3,M05,74
J25-6197,7,4,M04,32
J25-6197,7,5,M06,88
J25-6197,7,6,M08,19
J25-6197,7,7,M09,48
J25-6197,7,8,M07,36
J25-6197,7,9,M03,79
J25-6198,8,0,M00,76
J25-6198,8,1,M01,69
J25-6198,8,2,M03,76
J25-6198,8,3,M05,51
J25-6198,8,4,M02,85
J25-6198,8,5,M09,11
J25-6198,8,6,M06,40
J25-6198,8,7,M07,89
J25-6198,8,8,M04,26
J25-6198,8,9,M08,74
J25-6199,4,0,M02,14
J25-6199,4,1,M00,6
J25-6199,4,2,M01,22
J25-6199,4,3,M05,61
J25-6199,4,4,M03,26
J25-6199,4,5,M04,69
J25-6199,4,6,M08,21
J25-6199,4,7,M07,49
J25-6199,4,8,M09,72
J25-6199,4,9,M06,53
J25-6200,0,0,M00,29
J25-6200,0,1,M01,78
J25-6200,0,2,M02,9
J25-6200,0,3,M03,36
J25-6200,0,4,M04,49
J25-6200,0,5,M05,11
J25-6200,0,6,M06,62
J25-6200,0,7,M07,56
J25-6200,0,8,M08,44
J25-6200,0,9,M09,21
J25-6201,2,0,M01,91
J25-6201,2,1,M00,85
J25-6201,2,2,M03,39
J25-6201,2,3,M02,74
J25-6201,2,4,M08,90
J25-6201,2,5,M05,10
J25-6201,2,6,M07,12
J25-6201,2,7,M06,89
J25-6201,2,8,M09,45
J25-6201,2,9,M04,33
J25-6202,8,0,M00,76
J25-6202,8,1,M01,69
J25-6202,8,2,M03,76
J25-6202,8,3,M05,51
J25-6202,8,4,M02,85
J25-6202,8,5,M09,11
J25-6202,8,6,M06,40
J25-6202,8,7,M07,89
J25-6202,8,8,M04,26
J25-6202,8,9,M08,74
J25-6203,4,0,M02,14
J25-6203,4,1,M00,6
J25-6203,4,2,M01,22
J25-6203,4,3,M05,61
J25-6203,4,4,M03,26
J25-6203,4,5,M04,69
J25-6203,4,6,M08,21
J25-6203,4,7,M07,49
J25-6203,4,8,M09,72
J25-6203,4,9,M06,53
J25-6204,6,0,M01,46
J25-6204,6,1,M00,37
J25-6204,6,2,M03,61
J25-6204,6,3,M02,13
J25-6204,6,4,M06,32
J25-6204,6,5,M05,21
J25-6204,6,6,M09,32
J25-6204,6,7,M08,89
J25-6204,6,8,M07,30
J25-6204,6,9,M04,55
J25-6205,1,0,M00,43
J25-6205,1,1,M02,90
J25-6205,1,2,M04,75
J25-6205,1,3,M09,11
J25-6205,1,4,M03,69
J25-6205,1,5,M01,28
J25-6205,1,6,M06,46
J25-6205,1,7,M05,46
J25-6205,1,8,M07,72
J25-6205,1,9,M08,30
J25-6206,7,0,M02,31
J25-6206,7,1,M00,86
J25-6206,7,2,M01,46
J25-6206,7,3,M05,74
J25-6206,7,4,M04,32
J25-6206,7,5,M06,88
J25-6206,7,6,M08,19
J25-6206,7,7,M09,48
J25-6206,7,8,M07,36
J25-6206,7,9,M03,79
J25-6207,3,0,M01,81
J25-6207,3,1,M02,95
J25-6207,3,2,M00,71
J25-6207,3,3,M04,99
J25-6207,3,4,M06,9
J25-6207,3,5,M08,52
J25-6207,3,6,M07,85
J25-6207,3,7,M03,98
J25-6207,3,8,M09,22
J25-6207,3,9,M05,43
J25-6208,5,0,M02,84
J25-6208,5,1,M01,2
