Job,Operation,Machine,Processing Time
Job_349,3,M5,61
Job_349,4,M3,26
Job_349,5,M4,69
Job_349,6,M8,21
Job_349,7,M7,49
Job_349,8,M9,72
Job_349,9,M6,53
Job_350,0,M0,29
Job_350,1,M1,78
Job_350,2,M2,9
Job_350,3,M3,36
Job_350,4,M4,49
Job_350,5,M5,11
Job_350,6,M6,62
Job_350,7,M7,56
Job_350,8,M8,44
Job_350,9,M9,21
Job_351,0,M0,43
Job_351,1,M2,90
Job_351,2,M4,75
Job_351,3,M9,11
Job_351,4,M3,69
Job_351,5,M1,28
Job_351,6,M6,46
Job_351,7,M5,46
Job_351,8,M7,72
Job_351,9,M8,30
Job_352,0,M1,91
Job_352,1,M0,85
Job_352,2,M3,39
Job_352,3,M2,74
Job_352,4,M8,90
Job_352,5,M5,10
Job_352,6,M7,12
Job_352,7,M6,89
Job_352,8,M9,45
Job_352,9,M4,33
Job_353,0,M1,81
Job_353,1,M2,95
Job_353,2,M0,71
Job_353,3,M4,99
Job_353,4,M6,9
Job_353,5,M8,52
Job_353,6,M7,85
Job_353,7,M3,98
Job_353,8,M9,22
Job_353,9,M5,43
Job_354,0,M2,14
Job_354,1,M0,6
Job_354,2,M1,22
Job_354,3,M5,61
Job_354,4,M3,26
Job_354,5,M4,69
Job_354,6,M8,21
Job_354,7,M7,49
Job_354,8,M9,72
Job_354,9,M6,53
Job_355,0,M2,84
Job_355,1,M1,2
Job_355,2,M5,52
Job_355,3,M3,95
Job_355,4,M8,48
Job_355,5,M9,72
Job_355,6,M0,47
Job_355,7,M6,65
Job_355,8,M4,6
Job_355,9,M7,25
Job_356,0,M1,46
Job_356,1,M0,37
Job_356,2,M3,61
Job_356,3,M2,13
Job_356,4,M6,32
Job_356,5,M5,21
Job_356,6,M9,32
Job_356,7,M8,89
Job_356,8,M7,30
Job_356,9,M4,55
Job_357,0,M2,31
Job_357,1,M0,86
Job_357,2,M1,46
Job_357,3,M5,74
Job_357,4,M4,32
Job_357,5,M6,88
Job_357,6,M8,19
Job_357,7,M9,48
Job_357,8,M7,36
Job_357,9,M3,79
Job_358,0,M0,76
Job_358,1,M1,69
Job_358,2,M3,76
Job_358,3,M5,51
Job_358,4,M2,85
Job_358,5,M9,11
Job_358,6,M6,40
Job_358,7,M7,89
Job_358,8,M4,26
Job_358,9,M8,74
Job_359,0,M1,85
Job_359,1,M0,13
Job_359,2,M2,61
Job_359,3,M6,7
Job_359,4,M8,64
Job_359,5,M9,76
Job_359,6,M5,47
Job_359,7,M3,52
Job_359,8,M4,90
Job_359,9,M7,45
Job_360,0,M2,14
Job_360,1,M0,6
Job_360,2,M1,22
Job_360,3,M5,61
Job_360,4,M3,26
Job_360,5,M4,69
Job_360,6,M8,21
Job_360,7,M7,49
Job_360,8,M9,72
Job_360,9,M6,53
Job_361,0,M0,43
Job_361,1,M2,90
Job_361,2,M4,75
Job_361,3,M9,11
Job_361,4,M3,69
Job_361,5,M1,28
Job_361,6,M6,46
Job_361,7,M5,46
Job_361,8,M7,72
Job_361,9,M8,30
Job_362,0,M1,81
Job_362,1,M2,95
Job_362,2,M0,71
Job_362,3,M4,99
Job_362,4,M6,9
Job_362,5,M8,52
Job_362,6,M7,85
Job_362,7,M3,98
Job_362,8,M9,22
Job_362,9,M5,43
Job_363,0,M1,91
Job_363,1,M0,85
Job_363,2,M3,39
Job_363,3,M2,74
Job_363,4,M8,90
Job_363,5,M5,10
Job_363,6,M7,12
Job_363,7,M6,89
Job_363,8,M9,45
Job_363,9,M4,33
Job_364,0,M1,46
Job_364,1,M0,37
Job_364,2,M3,61
Job_364,3,M2,13
Job_364,4,M6,32
Job_364,5,M5,21
Job_364,6,M9,32
Job_364,7,M8,89
Job_364,8,M7,30
Job_364,9,M4,55
Job_365,0,M1,85
Job_365,1,M0,13
Job_365,2,M2,61
Job_365,3,M6,7
Job_365,4,M8,64
Job_365,5,M9,76
Job_365,6,M5,47
Job_365,7,M3,52
Job_365,8,M4,90
Job_365,9,M7,45
Job_366,0,M2,31
Job_366,1,M0,86
Job_366,2,M1,46
Job_366,3,M5,74
Job_366,4,M4,32
Job_366,5,M6,88
Job_366,6,M8,19
Job_366,7,M9,48
Job_366,8,M7,36
Job_366,9,M3,79
Job_367,0,M2,84
Job_367,1,M1,2
Job_367,2,M5,52
Job_367,3,M3,95
Job_367,4,M8,48
Job_367,5,M9,72
Job_367,6,M0,47
Job_367,7,M6,65
Job_367,8,M4,6
Job_367,9,M7,25
Job_368,0,M0,76
Job_368,1,M1,69
Job_368,2,M3,76
Job_368,3,M5,51
Job_368,4,M2,85
Job_368,5,M9,11
Job_368,6,M6,40
Job_368,7,M7,89
Job_368,8,M4,26
Job_368,9,M8,74
Job_369,0,M0,29
Job_369,1,M1,78
Job_369,2,M2,9
Job_369,3,M3,36
Job_369,4,M4,49
Job_369,5,M5,11
Job_369,6,M6,62
Job_369,7,M7,56
Job_369,8,M8,44
Job_369,9,M9,21
Job_370,0,M2,31
Job_370,1,M0,86
Job_370,2,M1,46
Job_370,3,M5,74
Job_370,4,M4,32
Job_370,5,M6,88
Job_370,6,M8,19
Job_370,7,M9,48
Job_370,8,M7,36
Job_370,9,M3,79
Job_371,0,M0,29
Job_371,1,M1,78
Job_371,2,M2,9
Job_371,3,M3,36
Job_371,4,M4,49
Job_371,5,M5,11
Job_371,6,M6,62
Job_371,7,M7,56
Job_371,8,M8,44
Job_371,9,M9,21
Job_372,0,M0,76
Job_372,1,M1,69
Job_372,2,M3,76
Job_372,3,M5,51
Job_372,4,M2,85
Job_372,5,M9,11
Job_372,6,M6,40
Job_372,7,M7,89
Job_372,8,M4,26
Job_372,9,M8,74
Job_373,0,M2,84
Job_373,1,M1,2
Job_373,2,M5,52
Job_373,3,M3,95
Job_373,4,M8,48
Job_373,5,M9,72
Job_373,6,M0,47
Job_373,7,M6,65
Job_373,8,M4,6
Job_373,9,M7,25
Job_374,0,M2,14
Job_374,1,M0,6
Job_374,2,M1,22
Job_374,3,M5,61
Job_374,4,M3,26
Job_374,5,M4,69
Job_374,6,M8,21
Job_374,7,M7,49
Job_374,8,M9,72
Job_374,9,M6,53
Job_375,0,M1,46
Job_375,1,M0,37
Job_375,2,M3,61
Job_375,3,M2,13
Job_375,4,M6,32
Job_375,5,M5,21
Job_375,6,M9,32
Job_375,7,M8,89
Job_375,8,M7,30
Job_375,9,M4,55
Job_376,0,M1,85
Job_376,1,M0,13
Job_376,2,M2,61
Job_376,3,M6,7
Job_376,4,M8,64
Job_376,5,M9,76
Job_376,6,M5,47
Job_376,7,M3,52
Job_376,8,M4,90
Job_376,9,M7,45
Job_377,0,M0,43
Job_377,1,M2,90
Job_377,2,M4,75
Job_377,3,M9,11
Job_377,4,M3,69
Job_377,5,M1,28
Job_377,6,M6,46
Job_377,7,M5,46
Job_377,8,M7,72
Job_377,9,M8,30
Job_378,0,M1,81
Job_378,1,M2,95
Job_378,2,M0,71
Job_378,3,M4,99
Job_378,4,M6,9
Job_378,5,M8,52
Job_378,6,M7,85
Job_378,7,M3,98
Job_378,8,M9,22
Job_378,9,M5,43
Job_379,0,M1,91
Job_379,1,M0,85
Job_379,2,M3,39
Job_379,3,M2,74
Job_379,4,M8,90
Job_379,5,M5,10
Job_379,6,M7,12
Job_379,7,M6,89
Job_379,8,M9,45
Job_379,9,M4,33
Job_380,0,M0,76
Job_380,1,M1,69
Job_380,2,M3,76
Job_380,3,M5,51
Job_380,4,M2,85
Job_380,5,M9,11
Job_380,6,M6,40
Job_380,7,M7,89
Job_380,8,M4,26
Job_380,9,M8,74
Job_381,0,M1,91
Job_381,1,M0,85
Job_381,2,M3,39
Job_381,3,M2,74
Job_381,4,M8,90
Job_381,5,M5,10
Job_381,6,M7,12
Job_381,7,M6,89
Job_381,8,M9,45
Job_381,9,M4,33
Job_382,0,M1,85
Job_382,1,M0,13
Job_382,2,M2,61
Job_382,3,M6,7
Job_382,4,M8,64
Job_382,5,M9,76
Job_382,6,M5,47
Job_382,7,M3,52
Job_382,8,M4,90
Job_382,9,M7,45
Job_383,0,M2,14
Job_383,1,M0,6
Job_383,2,M1,22
Job_383,3,M5,61
Job_383,4,M3,26
Job_383,5,M4,69
Job_383,6,M8,21
Job_383,7,M7,49
Job_383,8,M9,72
Job_383,9,M6,53
Job_384,0,M0,29
Job_384,1,M1,78
Job_384,2,M2,9
Job_384,3,M3,36
Job_384,4,M4,49
Job_384,5,M5,11
Job_384,6,M6,62
Job_384,7,M7,56
Job_384,8,M8,44
Job_384,9,M9,21
Job_385,0,M2,31
Job_385,1,M0,86
Job_385,2,M1,46
Job_385,3,M5,74
Job_385,4,M4,32
Job_385,5,M6,88
Job_385,6,M8,19
Job_385,7,M9,48
Job_385,8,M7,36
Job_385,9,M3,79
Job_386,0,M0,43
Job_386,1,M2,90
Job_386,2,M4,75
Job_386,3,M9,11
Job_386,4,M3,69
Job_386,5,M1,28
Job_386,6,M6,46
Job_386,7,M5,46
Job_386,8,M7,72
Job_386,9,M8,30
Job_387,0,M2,84
Job_387,1,M1,2
Job_387,2,M5,52
Job_387,3,M3,95
Job_387,4,M8,48
Job_387,5,M9,72
Job_387,6,M0,47
Job_387,7,M6,65
Job_387,8,M4,6
Job_387,9,M7,25
Job_388,0,M1,81
Job_388,1,M2,95
Job_388,2,M0,71
Job_388,3,M4,99
Job_388,4,M6,9
Job_388,5,M8,52
Job_388,6,M7,85
Job_388,7,M3,98
Job_388,8,M9,22
Job_388,9,M5,43
Job_389,0,M1,46
Job_389,1,M0,37
Job_389,2,M3,61
Job_389,3,M2,13
Job_389,4,M6,32
Job_389,5,M5,21
Job_389,6,M9,32
Job_389,7,M8,89
Job_389,8,M7,30
Job_389,9,M4,55
Job_390,0,M1,46
Job_390,1,M0,37
Job_390,2,M3,61
Job_390,3,M2,13
Job_390,4,M6,32
Job_390,5,M5,21
Job_390,6,M9,32
Job_390,7,M8,89
Job_390,8,M7,30
Job_390,9,M4,55
Job_391,0,M2,84
Job_391,1,M1,2
Job_391,2,M5,52
Job_391,3,M3,95
Job_391,4,M8,48
Job_391,5,M9,72
Job_391,6,M0,47
Job_391,7,M6,65
Job_391,8,M4,6
Job_391,9,M7,25
Job_392,0,M0,76
Job_392,1,M1,69
Job_392,2,M3,76
Job_392,3,M5,51
Job_392,4,M2,85
Job_392,5,M9,11
Job_392,6,M6,40
Job_392,7,M7,89
Job_392,8,M4,26
Job_392,9,M8,74
Job_393,0,M1,81
Job_393,1,M2,95
Job_393,2,M0,71
Job_393,3,M4,99
Job_393,4,M6,9
Job_393,5,M8,52
Job_393,6,M7,85
Job_393,7,M3,98
Job_393,8,M9,22
Job_393,9,M5,43
Job_394,0,M1,85
Job_394,1,M0,13
Job_394,2,M2,61
Job_394,3,M6,7
Job_394,4,M8,64
Job_394,5,M9,76
Job_394,6,M5,47
Job_394,7,M3,52
Job_394,8,M4,90
Job_394,9,M7,45
Job_395,0,M0,29
Job_395,1,M1,78
Job_395,2,M2,9
Job_395,3,M3,36
Job_395,4,M4,49
Job_395,5,M5,11
Job_395,6,M6,62
Job_395,7,M7,56
Job_395,8,M8,44
Job_395,9,M9,21
Job_396,0,M2,31
Job_396,1,M0,86
Job_396,2,M1,46
Job_396,3,M5,74
Job_396,4,M4,32
Job_396,5,M6,88
Job_396,6,M8,19
Job_396,7,M9,48
Job_396,8,M7,36
Job_396,9,M3,79
Job_397,0,M1,91
Job_397,1,M0,85
Job_397,2,M3,39
Job_397,3,M2,74
Job_397,4,M8,90
Job_397,5,M5,10
Job_397,6,M7,12
Job_397,7,M6,89
Job_397,8,M9,45
Job_397,9,M4,33
Job_398,0,M2,14
Job_398,1,M0,6
Job_398,2,M1,22
Job_398,3,M5,61
Job_398,4,M3,26
Job_398,5,M4,69
Job_398,6,M8,21
Job_398,7,M7,49
Job_398,8,M9,72
Job_398,9,M6,53
Job_399,0,M0,43
Job_399,1,M2,90
Job_399,2,M4,75
Job_399,3,M9,11
Job_399,4,M3,69
Job_399,5,M1,28
Job_399,6,M6,46
Job_399,7,M5,46
Job_399,8,M7,72
Job_399,9,M8,30
Job_400,0,M0,29
Job_400,1,M1,78
Job_400,2,M2,9
Job_400,3,M3,36
Job_400,4,M4,49
Job_400,5,M5,11
Job_400,6,M6,62
Job_400,7,M7,56
Job_400,8,M8,44
Job_400,9,M9,21
Job_401,0,M0,43
Job_401,1,M2,90
Job_401,2,M4,75
Job_401,3,M9,11
Job_401,4,M3,69
Job_401,5,M1,28
Job_401,6,M6,46
Job_401,7,M5,46
Job_401,8,M7,72
Job_401,9,M8,30
Job_402,0,M1,91
Job_402,1,M0,85
Job_402,2,M3,39
Job_402,3,M2,74
Job_402,4,M8,90
Job_402,5,M5,10
Job_402,6,M7,12
Job_402,7,M6,89
Job_402,8,M9,45
Job_402,9,M4,33
Job_403,0,M1,81
Job_403,1,M2,95
Job_403,2,M0,71
Job_403,3,M4,99
Job_403,4,M6,9
Job_403,5,M8,52
Job_403,6,M7,85
Job_403,7,M3,98
Job_403,8,M9,22
Job_403,9,M5,43
Job_404,0,M2,14
Job_404,1,M0,6
Job_404,2,M1,22
Job_404,3,M5,61
Job_404,4,M3,26
Job_404,5,M4,69
Job_404,6,M8,21
Job_404,7,M7,49
Job_404,8,M9,72
Job_404,9,M6,53
Job_405,0,M2,84
Job_405,1,M1,2
Job_405,2,M5,52
Job_405,3,M3,95
Job_405,4,M8,48
Job_405,5,M9,72
Job_405,6,M0,47
Job_405,7,M6,65
Job_405,8,M4,6
Job_405,9,M7,25
Job_406,0,M1,46
Job_406,1,M0,37
Job_406,2,M3,61
Job_406,3,M2,13
Job_406,4,M6,32
Job_406,5,M5,21
Job_406,6,M9,32
Job_406,7,M8,89
Job_406,8,M7,30
Job_406,9,M4,55
Job_407,0,M2,31
Job_407,1,M0,86
Job_407,2,M1,46
Job_407,3,M5,74
Job_407,4,M4,32
Job_407,5,M6,88
Job_407,6,M8,19
Job_407,7,M9,48
Job_407,8,M7,36
Job_407,9,M3,79
Job_408,0,M0,76
Job_408,1,M1,69
Job_408,2,M3,76
Job_408,3,M5,51
Job_408,4,M2,85
Job_408,5,M9,11
Job_408,6,M6,40
Job_408,7,M7,89
Job_408,8,M4,26
Job_408,9,M8,74
Job_409,0,M1,85
Job_409,1,M0,13
Job_409,2,M2,61
Job_409,3,M6,7
Job_409,4,M8,64
Job_409,5,M9,76
Job_409,6,M5,47
Job_409,7,M3,52
Job_409,8,M4,90
Job_409,9,M7,45
Job_410,0,M0,29
Job_410,1,M1,78
Job_410,2,M2,9
Job_410,3,M3,36
Job_410,4,M4,49
Job_410,5,M5,11
Job_410,6,M6,62
Job_410,7,M7,56
Job_410,8,M8,44
Job_410,9,M9,21
Job_411,0,M2,31
Job_411,1,M0,86
Job_411,2,M1,46
Job_411,3,M5,74
Job_411,4,M4,32
Job_411,5,M6,88
Job_411,6,M8,19
Job_411,7,M9,48
Job_411,8,M7,36
Job_411,9,M3,79
